02,W-Ondrej NG,Wifi,w-ondrej,Internet_88,Numitor.cz_fara,KOCUM,inet4_2G_Susenbekova,voracek,SUO2hub,MERCUSYS_31C2,padys2,sborovna,Internet_,inet4_Mika,DIRECT-6E-HP OfficeJet Pro 8720,WIFIS,WIFISFREE,Nej.cz - Skalka 2.4Ghz,Room,Aux12,3d,Nej.cz - Sezimak,Nej.cz - Pocinkova,Galaxy S10 Lite2b3e,skola_hoste,skola,Stupka2,Offroad,Inet4_Vlaskovi,HUAWEI-B310-ED23
,-75.0,,-87.0,-88.0,-94.0,,,,,,,-94.0,,,,,,,2.0,,,,,-82.0,,,,,,
,-75.0,,-87.0,-86.0,,,,,,,,-91.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-75.0,,-87.0,-87.0,,,,,,,,-94.0,,,,,,,2.0,,,,,-82.0,,,,,,
,-76.0,,-86.0,-87.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-76.0,,-83.0,-86.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-82.0,,,,,,
-92.0,-76.0,,-87.0,-86.0,,,,,,,,-93.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-76.0,,-86.0,-84.0,,,,,,,,-95.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-76.0,,-88.0,-85.0,,,,,,,,-91.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-75.0,,-87.0,-86.0,,,,,,,,-94.0,,,,,,,2.0,,,,,-84.0,,,,,,
,-76.0,,-87.0,-87.0,,,,,,,,-95.0,,,,,,,2.0,,,,,-81.0,,,,,,
,-74.0,,-86.0,-85.0,,,,,,,,-90.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-74.0,,-88.0,-86.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-74.0,,,,,,,,,,,-91.0,,,,,,,2.0,,,,,-83.0,,,,,,
-95.0,-74.0,,-85.0,-87.0,,,,,,,,-88.0,,,,,,,2.0,,,,,-84.0,,,,,,
,-75.0,,-87.0,-88.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-74.0,,-87.0,-87.0,,,,,,,,-93.0,,,,,,,2.0,,,,,-82.0,,,,,,
,-74.0,,-88.0,-87.0,,,,,,,,-93.0,,,,,,,2.0,,,,,-82.0,,,,,,
,-73.0,,,,,,,,,,,-91.0,,,,,,,2.0,,,,,-82.0,,,,,,
-94.0,-75.0,,-88.0,-88.0,,,,,,,,-91.0,,,,,,,2.0,,,,,-81.0,,,,,,
,-75.0,,,,,,,,,,,-90.0,,,,,,,2.0,,,,,-82.0,,,,,,
,-75.0,,-90.0,-88.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-74.0,,-87.0,-88.0,,,,,,,,,,,,,,,2.0,,,,,-84.0,,,,,,
-93.0,-74.0,,-88.0,-87.0,,,,,,,,-94.0,,,,,,,2.0,,,,,-83.0,,,,,,
-92.0,-75.0,,-87.0,-87.0,,,,,,,,-94.0,,,,,,,2.0,,,,,-84.0,,,,,,
-96.0,-75.0,,-88.0,-89.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-82.0,,,,,,
-96.0,-75.0,,-88.0,-86.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-84.0,,,,,,
,-74.0,,-85.0,-85.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-85.0,,,,,,
-95.0,-70.0,,-85.0,-85.0,,,,,,,,-91.0,,,,,,,2.0,,,,,-83.0,,,,,,
,-67.0,,-90.0,-92.0,,,,,,,,-96.0,,,,,,,2.0,,,,,-82.0,,,,,,
,-77.0,,-87.0,-87.0,,-90.0,,,,,,,,,,,,,2.0,,,,,-89.0,,,,,,
,-76.0,,-81.0,-81.0,,,,,,,,-93.0,,,,,,,2.0,,,,,-78.0,,,,,,
-83.0,-69.0,,-87.0,-88.0,,,,,,,,,,,,,,,2.0,,,,,-83.0,,,,,,
-89.0,-64.0,,-84.0,-83.0,,,,,,,-94.0,,,,,,,,2.0,,,,,-89.0,,,,,,
-89.0,-62.0,,-87.0,-86.0,,,,,,,,,,,,,,,2.0,,,,,-85.0,,,,,,
-93.0,-70.0,,-83.0,-83.0,,-90.0,,,,,,,,,,,,,2.0,,,,,-87.0,,,,,,
-91.0,-72.0,,-82.0,-81.0,,,,,,,-95.0,,,,,,,,2.0,,,,,-85.0,,,,,,
-88.0,-61.0,,-78.0,-79.0,,,,,,,,,,,,,,,2.0,,,,,-77.0,,,,,,
,-64.0,,-81.0,-82.0,,,,,,,,,,,,,,,2.0,,,,,-80.0,,,,,,
-84.0,-68.0,,-78.0,-78.0,,,,,,,,-94.0,,,,,,,2.0,,,,,-77.0,,,,,,
-88.0,-65.0,,-85.0,-85.0,,,,,,,,,,,,,,,2.0,,,,,-84.0,,,,,,
,-62.0,,-84.0,-84.0,,,,,,,,,,,,,,,2.0,,,,,-78.0,,,,,,
-85.0,-67.0,,-87.0,-87.0,,,,,,,,,,,,,,,2.0,,,,,-88.0,,,,,,
-81.0,-68.0,,-88.0,-86.0,,,,,,,,,,,,,,,2.0,,,,,-80.0,,,,,,
,-72.0,,-81.0,-82.0,,,,,,,,,,,,,,,2.0,,,,,-76.0,,,,,,
-90.0,-62.0,,-79.0,-80.0,,,,,,,,,,,,,,,2.0,,,,,-86.0,,,,,,
,-64.0,,-83.0,-83.0,,,,,,,,,,,,,,,2.0,,,,,-88.0,,,,,,
-86.0,-68.0,,-88.0,-87.0,,,,,,,,,,,,,,,2.0,,,,,-86.0,,,,,,
,-71.0,,-79.0,-78.0,,,,,,,,,,,,,,,2.0,,,,,-87.0,,,,,,
-85.0,-68.0,,-85.0,-85.0,,-88.0,,,,,,,,,,,,,2.0,,,,,-81.0,,,,,,
-89.0,-74.0,,-94.0,-92.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
-88.0,-67.0,,-87.0,-88.0,,-94.0,,,,,,,,,,,,,2.0,,,,,-83.0,,,,,,
-86.0,-64.0,,-85.0,-86.0,,,,,,,,,,,,,,,2.0,,,,,-83.0,,,,,,
-88.0,-68.0,,-80.0,-81.0,,,,,,,,,,,,,,,2.0,,,,,-83.0,,,,,,
,-64.0,,-81.0,-81.0,,,,,,,,,,,,,,,2.0,,,,,-83.0,,,,,,
-91.0,-76.0,,-81.0,-80.0,,,,,,,,,,,,,,,2.0,,,,,-76.0,,,,,,
,-73.0,,-83.0,-83.0,,,,,,,,-92.0,,,,,,,2.0,,,,,-87.0,,,,,,
,-72.0,,-84.0,-84.0,,,,,,,,,,,,,,,2.0,,,,,-88.0,,,,,,
-93.0,-75.0,,-80.0,-80.0,,,,,,,,,,,,,,,2.0,,,,,-88.0,,,,,,
,-70.0,,-88.0,-89.0,,,,,,,,,,,,,,,2.0,,,,,-81.0,,,,,,
-86.0,-72.0,,-88.0,-88.0,,-90.0,,,,,,,,,,,,,2.0,,,,,-81.0,,,,,,
,-64.0,,-89.0,-88.0,,,,,,,,,,,,,,,2.0,,,,,-76.0,,,,,,
-90.0,-67.0,,-82.0,-86.0,,,,,,,,,,,,,,,2.0,,,,,-77.0,,,,,,
,-73.0,,-82.0,-83.0,,,,,,,,,,,,,,,2.0,,,,,-77.0,,,,,,
-88.0,-65.0,,-83.0,-83.0,,,,,,,,,,,,,,,2.0,,,,,-84.0,,,,,,
,-66.0,,-85.0,-86.0,,,,,,,,,,,,,,,2.0,,,,,-80.0,,,,,,
-93.0,-64.0,,-84.0,-84.0,,-93.0,,,,,,,,,,,,,2.0,,,,,-82.0,,,,,,
,-61.0,,,,-88.0,,,,,,,,,,,,,,2.0,,,,,-82.0,,,,,,
-85.0,-60.0,,-84.0,-84.0,-91.0,-92.0,,,,,,-94.0,,,,,,,2.0,,,,,-86.0,,,,,,
-88.0,-59.0,,-93.0,-91.0,,-89.0,,,,,,,,,,-91.0,,,2.0,,,,,-79.0,,,,,,
-83.0,-71.0,,-78.0,-78.0,,,,,,,-92.0,,,,,,-96.0,,2.0,,,,,-77.0,,,,,,
-89.0,-65.0,,-81.0,-81.0,,,,,,,,,,,,,,,2.0,,,,,-80.0,,,,,,
-86.0,-65.0,,-86.0,-84.0,,,,,,,,-91.0,,,,,,,2.0,,,,,-80.0,,,,,,
-93.0,-76.0,,-84.0,-84.0,,,,,,,,-93.0,,,,,,,2.0,,,,,-81.0,,,,,,
-87.0,-75.0,,-79.0,-79.0,,-90.0,,,,,,-91.0,,,,,,,2.0,,,,,-87.0,,,,,,
-91.0,-67.0,,-88.0,-87.0,,,,,,,,,,,,,,,2.0,,,,,-84.0,,,,,,
,-70.0,,-77.0,-77.0,,,,,,,,,,,,,,,2.0,,,,,-83.0,,,,,,
,-60.0,,-81.0,-82.0,,,,,,,,,,,,,,,2.0,,,,,-77.0,,,,,,
,-65.0,,-81.0,-78.0,,,,,,,,,,,,,,,2.0,,,,,-78.0,,,,,,
,-61.0,,-86.0,-86.0,,-92.0,,,,,,,,,,,,,2.0,,,,,-80.0,,,,,,
-88.0,-77.0,,-90.0,-92.0,,,,,,,,,,,,,,,2.0,,,,,-79.0,,,,,,
-87.0,-73.0,,-82.0,-82.0,,,,,,,,,,,,,,,2.0,,,,,-79.0,,,,,,
-87.0,-61.0,,-87.0,-85.0,,,,,,,,,,,,,,,2.0,,,,,-85.0,,,,,,
-92.0,-71.0,,-86.0,-86.0,,,,,,,,,,,,,,,2.0,,,,,-87.0,,,,,,
-91,-51,,-80,-80,,,,,,,,,,,,,,,1.0,,,,,-76,,,,,,
,-49,-93,-79,-81,,,,,,,,,-94,,,,,,1.0,,,,,-75,,,,,,
-91,-43,,-79,-78,,,,,,,,,-92,-93,,,,,1.0,,,,,-77,,,,,,
,-46,-91,-76,-76,,,,,,,,,-92,,,,,,1.0,,,,,-77,,,,,,
,-50,-92,-81,-81,,,,,,,,-94,-92,,,,,,1.0,,,,,-75,,,,,,
,-42,-92,-80,-79,,,,,,,,,,,,,,,1.0,,,,,-85,,,,,,
,-45,,-78,-78,,,,,,,,,-94,,,,,,1.0,,,,,-79,,,,,,
,-45,-91,-80,-80,,,,,,,,,,,,,,,1.0,,,,,-73,,,,,,
,-40,-93,-76,-75,,,,,,,,,-89,,,,,,1.0,,,,,-76,,,,,,
,-40,-94,-81,-81,,,,,,,,,-90,,,,,,1.0,,,,,-78,,,,,,
,-42,-96,-78,-79,,,,,,,,,,,,,,,1.0,,,,,-78,,,,,,
,-42,-94,-73,-73,,,,,,,,,-94,,,,,,1.0,,,-94,,-85,,,,,,
,-45,-93,-77,-77,,,,,,,,,,,,,,,1.0,,,,,-84,,,,,,
,-47,-97,-81,-83,,,,,,,,,-96,,,,,,1.0,,,,,-77,,,,,,
,-39,-89,-81,-92,,,,,,,,,,,,,,,1.0,,,,,-79,,,,,,
,-47,-91,-74,-74,,,,,,,,,-92,,,,,,1.0,,,,,-82,,,,,,
,-46,-97,-76,-75,,,,,,,,,-94,,,,,,1.0,,,,,-72,,,,,-95,
,-44,,-67,-67,,,,,,,,,-93,,,,,,1.0,,,,,-79,,,,,,
-92,-55,-93,-75,-72,,,,,,,,,,,,,,,1.0,,,-92,,-72,,,,,,
-91,-51,-94,-66,-65,,,,,,,,,,,,,,,1.0,,,,,-69,,,,,,
,-50,,-74,-74,,,,,,,,,,,,,,,1.0,,,,,-74,,,,,,
-93,-59,,-72,-72,,,,,,,,,-92,,,,,,1.0,,,,,-70,,,,,,
-92,-50,,-70,-70,,,,,,,,-92,-95,,,,,,1.0,,,,,-71,,,,,,
,-53,-93,-69,-70,,,,,,,,-95,-90,,,,,,1.0,,,,,-74,,,,,,
-91,-45,-91,-69,-69,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
-90,-42,-94,-77,-76,,,,,,,,,,-92,,,,,1.0,,,,,-81,,,,,,
,-43,,-78,-79,,,,,,,,,-89,,,,,,1.0,,,,,-83,,,,,,
,-42,-94,-77,-76,,,,,,,,,-93,,,,,,1.0,,,,,-77,,,,,,
,-43,-90,-73,-74,,,,,,,,,-94,,,,,,1.0,-92,-92,,,-81,,,,,,
,-48,-94,-70,-71,,,,,,,,,,,,,,,1.0,,,,,-79,,,,,,
,-45,-92,-73,-73,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-44,-90,-76,-76,,,,,,,,,,,,,,,1.0,,,,,-73,,,,,,
-94,-43,-92,-79,-80,,,,,,,,,-91,,,,,,1.0,,,,,-85,,,,,,
,-45,-94,-79,-80,,,,,,,,,,,,,,,1.0,,,,,-79,,,,,,
,-35,-92,-76,-76,,,,,,,,-92,-96,,,,,,1.0,,,,,-87,,,,,,
,-44,-93,-76,-76,,,,,,,,,,,,,,,1.0,-92,-94,-95,,-80,,,,,,
,-47,-96,-77,-78,,,,,,,,,-94,,,,,,1.0,,,,,-82,,,,,,
,-45,,-78,-80,,,,,,,,,,,,,,,1.0,-95,-98,,,-73,,,,,,
-93,-46,-94,-68,-68,,,,,,,,,,,,,,,1.0,,,,,-79,,,,,,
,-49,-93,-75,-74,,,,,,,,,,,,,,,1.0,,,,,-69,,,,,,
,-60,-93,-65,-66,,,,,,,,,-92,,,,,,1.0,,,,,-75,,,,,,
,-54,-94,-75,-75,,,,,,,,,,,,,,,1.0,,,-94,,-69,,,,,,-93
-92,-59,,-73,-74,,,,,,,,,,,,,,,1.0,-94,-93,,,-78,,,,,-93,
,-53,,-69,-69,,,,,,,,-92,,,,,,,1.0,,,,,-76,,,,,,
,-53,,-68,-67,,,,,,,,-91,-89,,,,,,1.0,,,,,-78,,,,,,
,-52,-93,-65,-66,,,,,,,,,,,,,,,1.0,,,,,-80,,,,,-93,
,-47,-94,-72,-72,,,,,,,,-94,,,,,,,1.0,,,,,-71,,,,,,
,-42,-93,-73,-72,,,,,,,,,-92,,,,,,1.0,,,,,-72,,,,,,
,-45,-95,-75,-74,,,,,,,,,-94,,,,,,1.0,,,,,-79,,,,,,
,-43,-91,-69,-69,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-42,-93,-75,-75,,,,,,,,,-90,,,,,,1.0,,,,,-69,,,,,,
,-49,-94,-69,-68,,,,,,,,,-88,,,,,,1.0,,,,,-84,,,,,,
,-45,-93,-74,-74,,,,,,,,,,,,,,,1.0,,,,,-82,,,,,,
,-53,-91,-71,-72,,,,,,,,,-91,,,,,,1.0,-92,-93,,,-76,,,,,,
-91,-41,-92,-81,-80,,,,,,,,,-92,,,,,,1.0,,,,,-77,,,,,,
-94,-50,-91,-78,-79,,,,,,,,,,,,,,,1.0,,,,,-75,,,,,,
,-41,,-70,-69,,,,,,,,,,,,,,,1.0,,,,,-74,,,,,,
,-38,,-73,-74,,,,,,,,,,,,,,,1.0,,,,,-76,,,,,,
,-36,-93,-78,-78,,,,,,,,,-92,,,,,,1.0,,,,,-87,,,,,,
,-34,-93,-74,-73,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-43,,-72,-72,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-44,,-78,-79,,,,,,,,,-96,,,,,,1.0,,,-93,,-82,,,,,,
,-55,,-79,-78,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-57,-95,-77,-76,,,,,,,,,,,,,,,1.0,-97,,-94,,-79,,,,,,
,-47,,-75,-74,,,,,,,,-95,,,,,,,1.0,,,,,-79,,,,,-95,
,-42,,-68,-68,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-43,,-71,-71,,,,,,,,,,,,,,,1.0,,,,,-77,,,,,,
,-50,,-78,-77,,,,,,,,-92,,,,,,,1.0,,,,,-80,,,,,,
,-47,,-72,-73,,,,,,,,-90,,-89,,,,,1.0,,,,,-76,,,,,,
-94,-53,-95,-75,-77,,,,,,,,,,,,,,,1.0,,,,,-70,,,,,-96,
,-53,,-71,-70,,,,,,,,,,,,,,,1.0,,,,,-76,,,,,,
,-42,-94,-77,-77,,,,,,,,-96,,,,,,,1.0,,,,,-76,,,,,,
,-40,-92,-67,-67,,,,,,,,,,,,,,,1.0,,,-92,,-84,,,,,,-95
-92,-48,-89,-77,-78,,,,,,,,,-89,,,,,,1.0,,,,,-79,,,,,,
,-42,-93,-77,-76,,,,,,,,,,,,,,,1.0,,,-90,,-76,,,,,,
,-41,-94,-76,-75,,,,,,,,,,,,,,,1.0,-93,-91,,,-84,,,,,,
,-42,,-70,-72,,,,,,,,,-93,,,,,,1.0,-91,-89,,,-76,,,,,,
,-44,-93,-78,-79,,,,,,,,,-93,,,,,,1.0,,,,,-77,,,,,,
,-52,-92,-81,-82,,,,,,,,,-96,,,,,,1.0,-93,-93,,,-78,,,,,,
,-49,-91,-73,-74,,,,,,,,,,,,,,,1.0,-92,-94,,,-80,,,,,,
,-42,-90,-79,-78,,,,,,,,,,,,,,,1.0,,,,,-79,,,,,,
,-42,,-75,-75,,,,,,,,,,,,,,,1.0,,,,,-82,,,,,,
,-48,-93,-75,-77,,,,,,,,,,,,,,,1.0,-94,,,,-79,,,,,,
,-39,-93,-74,-74,,,,,,,,,,,,,,,1.0,-90,-90,,,-69,,,,,,
,-44,-94,-71,-71,,,,,,,,,,,,,,,1.0,,,,,-70,,,,,,
,-38,-93,-72,-72,,,,,,,,,-97,,,,,,1.0,,,,,-75,,,,,,
,-39,-92,-74,-72,,,,,,,,,-90,,,,,,1.0,,,,,-71,,,,,,
,-42,,-72,-72,,,,,,,,,-91,,,,,,1.0,,,,,-83,,,,,,
,-54,-93,-77,-80,,,,,,,,,-93,,,,,,1.0,,,,,-77,,,,,,
,-51,-93,-71,-71,,,,,,,,,,,,,,,1.0,,,,,-72,,,,,,
,-36,-92,-81,-83,,,,,,,,,-93,,,,,,1.0,,,,,-76,,,,,,
,-40,-94,-69,-67,,,,,,,,,,,,,,,1.0,,-92,,,-72,,,,,,
,-45,-92,-76,-76,,,,,,,,,,,,,,,1.0,-92,-94,,,-80,,,,,,
,-43,,-77,-75,,,,,,,,,,,,,,,1.0,,,,,-76,,,,,,
,-46,-94,-76,-76,,,,,,,,,,,,,,,1.0,,,,,-70,,,,,,
,-47,,-73,-72,,,,,,,,,-94,,,,,,1.0,,,,,-83,,,,,,
,-52,,,,,,,,,,,,,,,,,,1.0,,,,,-81,,,,,,
-93,-42,-88,-75,-71,,,,,,,,,,,,,,,1.0,,,,,-72,,,,,,
,-46,-92,-69,-69,,,,,,,,-94,,,,,,,1.0,,,,,-76,,,,,,
,-41,-94,-76,-76,,,,,,,,,,,,,,,1.0,-90,-91,,,-71,,,,,,
